train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
0.8917482249088466,0.859365564278356,0.9349926567210327,0.8955853771402129,0.9568984059025395,0.8595418016072928,0.8231839930404524,0.9135891865797731,0.866033634595584,0.9286787004549216,0.8598472268349385,0.8324214792299899,0.9034528260391467,0.8664838641636785,0.9245340512001221
