train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
0.8762617539819613,0.8366957848031059,0.9328669707041818,0.8821680494133987,0.9492873221397802,0.8523449682139859,0.8100511073253833,0.9181752353367125,0.8607308519063243,0.9235132232050867,0.8477803608989262,0.8088006230529595,0.9135693864086211,0.857998554167097,0.9186181312709453
