Vectorizer,Model,Accuracy,Precision,Recall,F1-score,ROC-AUC
TFIDF_Bigram,LogisticRegression,0.8589420654911839,0.8631309688720802,0.8592713911152686,0.8586083978747285,
TFIDF_Unigram,LogisticRegression,0.8559433849106394,0.8596441823424895,0.8562542537751769,0.8556434797112488,
BOW_Bigram,MultinomialNB,0.8537843348926473,0.8585574388342319,0.8541376822929345,0.8533796445076354,
TFIDF_Bigram,MultinomialNB,0.8524649154372076,0.8586172024696614,0.852865909265918,0.8519259071433605,
BOW_Bigram,LogisticRegression,0.8483867098476671,0.8494322263188,0.8485542085051677,0.8483120176860262,
BOW_Unigram,LogisticRegression,0.8458678181600096,0.8478074059079539,0.8460961264272916,0.8457083799815205,
BOW_Unigram,MultinomialNB,0.8386709847667027,0.8444446263336457,0.8390663259157508,0.8380979299707579,
TFIDF_Unigram,MultinomialNB,0.8264363679980808,0.8351529824482737,0.8269281104657287,0.8254459245634408,
