train_accuracy,train_precision,train_recall,train_f1,train_auc,val_accuracy,val_precision,val_recall,val_f1,val_auc,test_accuracy,test_precision,test_recall,test_f1,test_auc
0.891729034734216,0.8590289608177172,0.9354564427610729,0.8956151711378353,0.9570294953732352,0.8589420654911839,0.822570123939987,0.9131064446053584,0.8654770075497598,0.9285852080446404,0.8596258164507915,0.8326232501521607,0.9025731251374532,0.8661882650907556,0.9244338445213959
